any,1100,1149,3120,3745,4454,4474,4707,5320,6377,7062,7535,8073,10209,10339,10611,11931,14309,18176,20918,21693,27797,28723,31450,34700
Y,140,199,140,199,199,199,199,199,200,199,199,199,140,199,,199,199,199,140,140,,199,199,140
Y,100,189,100,179,189,189,189,189,149,189,189,179,100,189,,179,189,189,100,100,,189,179,100
Y,649,749,649,769,729,729,749,749,659,739,729,739,639,729,,749,729,729,649,649,,729,749,649
Y,669,629,669,879,649,629,629,649,759,629,649,879,669,629,,879,629,649,669,669,,649,879,669
Y,160,219,199,319,219,219,219,219,170,219,219,319,199,219,,319,219,219,160,160,,219,319,160
Y,399,419,399,419,419,419,419,419,389,419,419,419,399,419,,419,419,419,399,399,,419,419,399
Y,519,599,499,599,569,569,569,589,499,599,569,599,519,599,,599,599,589,519,519,,569,599,519
Y,179,289,179,269,289,289,289,289,219,289,289,279,179,289,,279,289,289,179,179,,289,289,179
Y,499,419,499,429,419,419,419,419,529,419,419,419,499,419,,419,419,419,499,499,,419,419,499
Y,75,129,129,149,129,129,129,129,119,129,129,149,129,129,,149,129,129,75,75,,129,149,75
Y,669,699,669,739,699,699,699,699,629,699,699,719,669,699,,719,699,699,669,669,,699,719,669
Y,1069,1039,1069,1069,1039,1039,1039,1039,1019,1039,1039,1059,1069,1039,,1059,1039,1039,1069,1069,,1039,1059,1069
Y,1159,1099,1159,1129,1099,1099,1099,1099,1119,1099,1099,1119,1159,1099,,1119,1099,1099,1159,1159,,1099,1119,1159
Y,729,739,729,829,769,769,769,739,759,769,749,799,719,739,,799,739,759,729,729,,739,799,729
Y,1189,1129,1189,1179,1129,1129,1129,1129,1179,1129,1129,1169,1189,1129,,1169,1129,1129,1189,1189,,1129,1169,1189
Y,829,929,829,959,929,929,929,929,779,929,919,939,829,929,,939,929,899,829,829,,899,939,829
Y,1299,1319,1299,1299,1319,1319,1319,1319,1289,1319,1319,1289,1299,1319,,1289,1319,1319,1299,1299,,1319,1299,1299
Y,379,329,379,329,329,329,329,329,379,329,329,329,379,329,,329,329,329,379,379,,329,329,379
Y,1369,1389,1369,1369,1389,1389,1389,1389,1359,1389,1389,1359,1369,1389,,1349,1389,1389,1369,1369,,1389,1349,1369
Y,869,999,869,999,999,999,999,999,849,999,999,999,869,999,,999,999,979,869,869,,979,999,869
Y,1339,1359,1339,1329,1359,1359,1359,1359,1319,1359,1359,1329,1339,1359,,1329,1359,1359,1339,1339,,1359,1329,1339
Y,1419,1429,1419,1399,1429,1429,1429,1429,1369,1429,1429,1399,1419,1429,,1399,1429,1429,1419,1419,,1429,1399,1419
Y,100,139,100,149,139,139,139,139,139,139,139,149,100,139,,149,139,139,100,100,,139,149,100
Y,149,100,149,149,100,100,100,100,139,100,100,149,149,100,,149,100,100,149,149,,100,149,149
Y,199,179,199,179,179,179,179,179,189,179,179,179,199,179,,179,179,179,199,199,,179,179,199
Y,219,199,219,199,199,199,199,199,199,199,199,199,219,199,,199,199,199,219,219,,199,199,219
Y,639,639,639,689,639,639,639,659,619,639,639,649,639,639,,649,639,639,639,639,,659,659,639
Y,220,329,239,399,329,329,329,329,300,329,329,399,239,329,,399,329,329,220,220,,329,399,220
Y,769,879,769,1079,869,879,879,889,,869,869,1049,769,869,,1049,869,869,769,769,,869,1049,769
Y,199,219,199,269,219,219,219,219,229,219,219,199,199,219,,199,219,219,199,199,,219,219,199
Y,879,799,879,819,799,799,799,799,,799,799,799,879,799,,799,799,799,879,879,,799,799,879
Y,959,869,959,879,869,869,869,869,929,869,869,869,959,869,,869,869,869,959,959,,869,869,959
Y,449,499,449,489,489,479,499,479,489,489,469,519,449,469,,499,489,469,449,429,,469,499,449
Y,379,399,379,399,399,399,399,399,389,399,399,399,379,399,,399,399,399,379,379,,399,399,379
Y,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,30,30,30,30,,,30,30,30
Y,589,559,589,569,559,559,559,559,599,559,559,559,589,559,,559,559,559,589,589,,559,569,589
Y,219,199,219,199,199,199,199,199,189,199,199,199,219,199,,199,199,199,219,219,,199,199,219
Y,199,199,199,199,199,199,199,199,239,199,199,199,199,199,,199,199,199,199,199,,199,199,199
Y,259,,259,,,,,,,,,,259,,,,,,259,259,,,,259
Y,129,169,129,169,169,169,169,169,129,169,169,169,129,169,,169,169,169,129,129,,169,169,129
Y,679,619,679,679,619,619,619,619,729,619,619,649,679,619,,649,619,619,679,679,,619,649,679
Y,1049,919,1049,969,919,919,919,919,1019,919,919,939,1049,919,,939,919,919,1049,1049,,919,939,1049
Y,529,489,529,519,519,499,519,489,579,519,489,499,529,489,,499,499,489,529,519,,489,529,
Y,600,600,600,600,600,600,600,,,600,600,600,600,600,,600,600,600,600,600,,600,600,600
Y,199,199,199,269,199,199,199,199,219,199,199,269,199,199,,269,199,199,199,199,,199,269,199
Y,1139,1079,1139,,1079,1079,1079,1079,999,1079,1079,,1139,1079,,,1079,1079,1139,1139,,1079,,1139
Y,289,269,289,269,269,269,269,269,279,269,269,279,289,269,,279,269,269,289,289,,269,269,289
Y,479,399,479,399,399,399,399,399,499,419,399,399,499,399,,399,419,399,479,499,,399,399,479
Y,589,,,,,,,,689,,,,,,,,,,589,589,,,,589
