en-US
Hamburger
Double Hamburger
Cheeseburger
Double Cheeseburger
Big Mac®
Quarter Pounder® with Cheese
Small Premium Roast Coffee
Scrambled Eggs
Hotcakes
Hotcakes and Sausage
Sausage
English McMuffin®
Hash Browns
Egg McMuffin®
Small Unsweetened Iced Tea
6 pc. Chicken McNuggets®
20 pc. Chicken McNuggets®
Sausage Biscuit
Biscuit
Milk
Birthday Party A
Sausage McMuffin®
Extra Small Unsweetened Iced Tea
Medium Unsweetened Iced Tea
Small Decaf Coffee
Sausage McMuffin® with Egg
Bacon Egg Cheese Biscuit
Sausage Egg Biscuit
Egg Biscuit
Deluxe Spicy McCrispy™ Large Meal
Deluxe Spicy McCrispy™ Meal
Deluxe Spicy McCrispy™
Spicy Pepper Sauce
Big Breakfast®
Spicy McCrispy™ Large Meal
Spicy McCrispy™ Meal
Spicy McCrispy™
American Cheese
Steak Biscuit
Steak Egg Biscuit
Egg Cheese Biscuit
Small Iced French Vanilla Latte
Medium Iced French Vanilla Latte
Large Iced French Vanilla Latte
Small Hot Tea
Large Unsweetened Iced Tea
Bacon Egg Cheese Biscuit Meal
Sausage Egg Biscuit Meal
Egg McMuffin® Meal
Medium Premium Roast Coffee
Honest Kids® Organic Apple Juice Drink
Sausage Burrito
Large Vanilla Cone
Hot Fudge Sundae
Caramel Sundae
Small Iced Caramel Latte
Vanilla Cone
Deluxe McCrispy™ Large Meal
Deluxe McCrispy™ Meal
Deluxe McCrispy™
Medium Iced Caramel Latte
McCrispy™ Meal Large
McCrispy™ Meal
McCrispy™
Large Iced Caramel Latte
Small Iced Sugar Free Vanilla Latte
Medium Iced Sugar Free Vanilla Latte
Large Iced Sugar Free Vanilla Latte
Medium Decaf Coffee
Extra Small Dr Pepper®
Small Dr Pepper®
Medium Dr Pepper®
Large Dr Pepper®
Extra Small Root Beer
Small Root Beer
Medium Root Beer
Large Root Beer
Large Premium Roast Coffee
Large Decaf Coffee
Large Hot Tea
4 pc. Chicken McNuggets®
Extra Small Coke®
Small Coke®
Medium Coke®
Large Coke®
Shamrock Mint Syrup
Sausage McMuffin® Meal
Medium Hot Tea
McDouble®
OREO® Shamrock McFlurry®
Extra Small Hi-C® Orange
Small Hi-C® Orange
Medium Hi-C® Orange
Large Hi-C® Orange
Big Breakfast® with Bacon & Hotcakes
Big Breakfast with Bacon & Hotcakes
Extra Small Diet Coke®
Small Diet Coke®
Medium Diet Coke®
Large Diet Coke®
Apple Pie
Extra Small Sprite®
Small Sprite®
Medium Sprite®
Large Sprite®
Triple Cheeseburger
Auto Deduct - Happy Meal
Mayonnaise
Gift Certificate $1
Gift Certificate $5
Extra Sauce Packet
Cup Of
Bacon McDouble®
S Unsweet Iced Tea
Roma Tomato - 2 Slices
Extra Small Unsweet Iced Tea
M Unsweet Iced Tea
Breakfast Favorites Bundle
Big Breakfast
Big Breakfast with Hotcakes
Birthday Party H
Small Iced Caramel Coffee
Medium Iced Caramel Coffee
L Unsweet Iced Tea
Large Iced Caramel Coffee
Medium Iced Coffee
Large Iced Coffee
Medium Iced French Vanilla Coffee
Large Iced French Vanilla Coffee
2 Cookies
Small Iced Coffee
Senior Hot Tea
Small Iced French Vanilla Coffee
Extra Small Fanta® Orange
Small Fanta® Orange
Medium Fanta® Orange
Large Fanta® Orange
Small Americano
Medium Americano
Large Americano
Small Caramel Latte
Medium Caramel Latte
Large Caramel Latte
Small French Vanilla Latte
Medium French Vanilla Latte
40 pc. Chicken McNuggets®
Large French Vanilla Latte
Small Vanilla Cappuccino
Medium Vanilla Cappuccino
Large Vanilla Cappuccino
White Cheddar Cheese
Oatmeal
Raisins & Cranberries
Small Chocolate Shake
Medium Chocolate Shake
Large Chocolate Shake
Small Strawberry Shake
Medium Strawberry Shake
Small Caramel Cappuccino
Large Strawberry Shake
Medium Caramel Cappuccino
Large Caramel Cappuccino
Small Vanilla Shake
Medium Vanilla Shake
Bacon Egg Cheese Bagel
Sausage Egg Cheese Bagel
Large Vanilla Shake
Folded Egg
Extra McFlurry® Topping
Medium Premium Hot Chocolate
2 Strawberry and Crème Pie
Steak & Egg McMuffin®
"Steak, Egg & Cheese McMuffin® Meal"
Bacon Egg Cheese Bagel Meal
