en-US
Hamburger
Double Hamburger
Cheeseburger
Double Cheeseburger
Big Mac®
Quarter Pounder® Hamburger
Quarter Pounder® with Cheese
Small Premium Roast Coffee
Scrambled Eggs
Hotcakes
Hotcakes and Sausage
Sausage
English McMuffin®
Hash Browns
Egg McMuffin®
Small Unsweetened Iced Tea
6 pc. Chicken McNuggets®
20 pc. Chicken McNuggets®
Sausage Biscuit
Biscuit
Milk
Sausage McMuffin®
Extra Small Unsweetened Iced Tea
Medium Unsweetened Iced Tea
Small Decaf Coffee
Sausage McMuffin® with Egg
Bacon Egg Cheese Biscuit
Sausage Egg Cheese Biscuit
Sausage Egg Biscuit
Egg Biscuit
Deluxe Spicy McCrispy™ Large Meal
Deluxe Spicy McCrispy™ Meal
Deluxe Spicy McCrispy™
Spicy Pepper Sauce
Big Breakfast®
Spicy McCrispy™ Large Meal
Spicy McCrispy™ Meal
Spicy McCrispy™
Extra Salad Dressing
American Cheese
Steak Biscuit
Steak Egg Biscuit
Egg Cheese Biscuit
Chicken Pack
Small Iced French Vanilla Latte
Medium Iced French Vanilla Latte
Large Iced French Vanilla Latte
Small Hot Tea
Large Unsweetened Iced Tea
McRib® Bun
Bacon Egg Cheese Biscuit Meal
Sausage Egg Biscuit Meal
Egg McMuffin® Meal
Medium Premium Roast Coffee
Honest Kids® Organic Apple Juice Drink
Sausage Burrito
Hot Fudge Sundae
Caramel Sundae
Small Iced Caramel Latte
Vanilla Cone
Deluxe McCrispy™ Large Meal
Deluxe McCrispy™ Meal
Deluxe McCrispy™
Medium Iced Caramel Latte
McCrispy™ Meal Large
McCrispy™ Meal
McCrispy™
Large Iced Caramel Latte
Small Iced Sugar Free Vanilla Latte
Medium Iced Sugar Free Vanilla Latte
Large Iced Sugar Free Vanilla Latte
Medium Decaf Coffee
Small Dr Pepper®
Medium Dr Pepper®
Large Dr Pepper®
Small Root Beer
Medium Root Beer
Large Root Beer
Large Premium Roast Coffee
Large Decaf Coffee
Large Hot Tea
Plain Sundae
4 pc. Chicken McNuggets®
Small Coke®
Medium Coke®
Large Coke®
Brownie Pieces
Shamrock Mint Syrup
Sausage McMuffin® Meal
Medium Hot Tea
McDouble®
OREO® Shamrock McFlurry®
Extra Small Hi-C® Orange
Small Hi-C® Orange
Medium Hi-C® Orange
Large Hi-C® Orange
Small Diet Coke®
Medium Diet Coke®
Large Diet Coke®
Apple Pie
Small Sprite®
Medium Sprite®
Large Sprite®
Triple Cheeseburger
Treat Book
Auto Deduct - Happy Meal
Slivered Onions
Grilled Onions
BBQ Sauce
Syrup
Extra Sauce Packet
Cup Of
Big Mac
Quarter Pounder w/Cheese
S Coffee
Strawberry Syrup
Bacon McDouble®
Roma Tomato - 2 Slices
Big Breakfast
Big Breakfast with Hotcakes
Small Iced Caramel Coffee
Medium Iced Caramel Coffee
Large Iced Caramel Coffee
Medium Iced Coffee
Large Iced Coffee
Medium Iced French Vanilla Coffee
Large Iced French Vanilla Coffee
L Iced Crml Coffee
L Coffee
Small Iced Coffee
Senior Hot Tea
Small Iced French Vanilla Coffee
S Root Beer
M Root Beer
Small Fanta® Orange
Medium Fanta® Orange
Large Fanta® Orange
M Iced Crml Coffee
Small Americano
Medium Americano
Large Americano
Small Caramel Latte
M Coffee
Medium Caramel Latte
Large Caramel Latte
Small French Vanilla Latte
Medium French Vanilla Latte
40 pc. Chicken McNuggets®
Large French Vanilla Latte
Small Vanilla Cappuccino
Medium Vanilla Cappuccino
Large Vanilla Cappuccino
M Decaf Coffee
White Cheddar Cheese
Oatmeal
Raisins & Cranberries
Diced Apples
Small Chocolate Shake
Medium Chocolate Shake
Large Chocolate Shake
Small Strawberry Shake
Medium Strawberry Shake
Large Strawberry Shake
Small Vanilla Shake
Medium Vanilla Shake
Bacon Egg Cheese Bagel
Sausage Egg Cheese Bagel
Large Vanilla Shake
S Hi-C Orange
M Hi-C Orange
L Hi-C Orange
Folded Egg
Extra McFlurry® Topping
Medium Premium Hot Chocolate
Med Sprite®
2 Strawberry and Crème Pie
Steak & Egg McMuffin®
"Steak, Egg & Cheese McMuffin® Meal"
Extra Hotcake
Bacon Egg Cheese Bagel Meal
Sausage Egg Cheese Bagel Meal
Kids Fry
