en-US
Hamburger
Double Hamburger
Cheeseburger
Double Cheeseburger
Big Mac®
Quarter Pounder® Hamburger
Quarter Pounder® with Cheese
Small Premium Roast Coffee
Scrambled Eggs
Hotcakes
Hotcakes and Sausage
Sausage
English McMuffin®
Hash Browns
Egg McMuffin®
Small Unsweetened Iced Tea
6 pc. Chicken McNuggets®
20 pc. Chicken McNuggets®
Sausage Biscuit
Biscuit
Milk
Sausage McMuffin®
Extra Small Unsweetened Iced Tea
Medium Unsweetened Iced Tea
Small Decaf Coffee
Sausage McMuffin® with Egg
Bacon Egg Cheese Biscuit
Sausage Egg Cheese Biscuit
Sausage Egg Biscuit
Egg Biscuit
Deluxe Spicy McCrispy™ Large Meal
Deluxe Spicy McCrispy™ Meal
Deluxe Spicy McCrispy™
Spicy Pepper Sauce
Big Breakfast®
Spicy McCrispy™ Large Meal
Spicy McCrispy™ Meal
Gallon Orange Syrup
Spicy McCrispy™
American Cheese
Steak Biscuit
Steak Egg Biscuit
Egg Cheese Biscuit
Small Iced French Vanilla Latte
Medium Iced French Vanilla Latte
Large Iced French Vanilla Latte
2 Bacon Egg & Cheese Biscuit
Small Hot Tea
Large Unsweetened Iced Tea
Party - Extra Child
Bacon Egg Cheese Biscuit Meal
Sausage Egg Biscuit Meal
Egg McMuffin® Meal
Medium Premium Roast Coffee
Honest Kids® Organic Apple Juice Drink
Sausage Burrito
Hot Fudge Sundae
Caramel Sundae
Small Iced Caramel Latte
Vanilla Cone
Small Cherry Berry Chiller
Deluxe McCrispy™ Large Meal
Deluxe McCrispy™ Meal
Deluxe McCrispy™
Medium Iced Caramel Latte
McCrispy™ Meal Large
McCrispy™ Meal
McCrispy™
Large Iced Caramel Latte
Small Iced Sugar Free Vanilla Latte
Medium Iced Sugar Free Vanilla Latte
Large Iced Sugar Free Vanilla Latte
Medium Decaf Coffee
Extra Small Dr Pepper®
Small Dr Pepper®
Medium Dr Pepper®
Large Dr Pepper®
Large Premium Roast Coffee
Large Decaf Coffee
Large Hot Tea
Plain Sundae
4 pc. Chicken McNuggets®
Extra Small Coke®
Small Coke®
Medium Coke®
Large Coke®
Shamrock Mint Syrup
Chocolate Mint Syrup
Sausage McMuffin® Meal
Extra Small Caffeine Free Diet Coke®
Small Caffeine Free Diet Coke®
Large Caffeine Free Diet Coke®
Medium Hot Tea
McDouble®
OREO® Shamrock McFlurry®
Extra Small Hi-C® Orange
Small Hi-C® Orange
Medium Hi-C® Orange
Large Hi-C® Orange
Extra Small Diet Coke®
Small Diet Coke®
Medium Diet Coke®
Large Diet Coke®
Apple Pie
Extra Small Sprite®
Small Sprite®
Medium Sprite®
Large Sprite®
2 Egg McMuffin®
Stroopwafel
Triple Cheeseburger
Treat Book
Auto Deduct - Happy Meal
Slivered Onions
Syrup
Extra Sauce Packet
Cup Of
Big Mac
Quarter Pounder w/Cheese
S Coffee
Hotcakes & Sausage
English McMuffin Only
Strawberry Syrup
Bacon McDouble®
Egg McMuffin
Bourbon BBQ Sauce
S Unsweet Iced Tea
Roma Tomato - 2 Slices
Fried Onion Strings
6 McNuggets
20 McNuggets
Sausage McMuffin
Extra Small Unsweet Iced Tea
M Unsweet Iced Tea
S Decaf Coffee
Sausage. Egg & Cheese McMuffin
Bacon. Egg & Cheese Biscuit
Breakfast Favorites Bundle
Sausage & Egg Biscuit
Medium Cherry Berry Chiller
Big Breakfast
Big Breakfast with Hotcakes
Large Cherry Berry Chiller
Small Iced Caramel Coffee
Medium Iced Caramel Coffee
L Unsweet Iced Tea
Large Iced Caramel Coffee
Medium Iced Coffee
Large Iced Coffee
Medium Iced French Vanilla Coffee
Large Iced French Vanilla Coffee
L Coffee
Small Iced Coffee
Senior Hot Tea
Small Iced French Vanilla Coffee
Sau Egg Bisc Ml-Hb
Egg McMuffin Ml-Hb
Extra Small Fanta® Orange
Small Fanta® Orange
Medium Fanta® Orange
Large Fanta® Orange
Small Americano
Medium Americano
Large Americano
Small Caramel Latte
M Coffee
Medium Caramel Latte
Large Caramel Latte
Small French Vanilla Latte
Medium French Vanilla Latte
40 pc. Chicken McNuggets®
Large French Vanilla Latte
Small Vanilla Cappuccino
Medium Vanilla Cappuccino
Large Vanilla Cappuccino
