any,2245,11019,25001,25010
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,1059,1059,1059,1079
Y,1389,1389,1389,1389
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,299,299,299,299
,,,,
,,,,
,,,,
Y,689,689,,689
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,219,219,219,219
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,1759,1759,1759,1759
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,739,739,739,739
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,899,899,899,899
Y,899,899,899,899
Y,769,769,769,769
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,199,199,199,199
,,,,
Y,199,199,199,199
,,,,
Y,589,589,,589
,,,,
,,,,
Y,569,569,569,569
,,,,
,,,,
Y,619,619,,619
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,249,249,,249
,,,,
Y,689,689,,689
,,,,
,,,,
,,,,
Y,689,689,,689
,,,,
Y,329,329,,329
,,,,
,,,,
,,,,
,,,,
,,,,
Y,729,729,,729
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,249,249,,249
,,,,
Y,329,329,,329
,,,,
Y,689,689,,689
Y,729,729,,729
,,,,
,,,,
Y,689,689,,689
,,,,
,,,,
Y,689,689,,689
,,,,
Y,689,689,,689
,,,,
,,,,
Y,729,729,,729
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,329,329,,329
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,0,0,0,0
,,,,
,,,,
Y,0,0,0,0
,,,,
Y,819,819,819,819
,,,,
,,,,
,,,,
Y,689,689,689,689
,,,,
Y,169,169,169,169
,,,,
Y,169,169,169,169
Y,169,169,169,169
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,1200,1200,1200,1200
,,,,
Y,1200,1200,,1200
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,249,249,249,249
Y,169,169,169,169
,,,,
Y,169,169,169,169
,,,,
,,,,
,,,,
Y,349,349,,349
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,239,239,239,239
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,99,99,99,99
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,169,169,169,169
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,99,99,99,99
,,,,
,,,,
,,,,
,,,,
,,,,
Y,249,,249,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,199,199,199,199
Y,499,499,499,499
,,,,
,,,,
Y,639,639,639,639
Y,639,639,639,639
Y,639,639,639,639
Y,549,549,549,549
Y,549,549,549,549
Y,549,549,549,549
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,519,519,519,519
Y,519,519,519,519
Y,519,519,519,519
Y,449,449,449,449
Y,449,449,449,449
Y,449,449,449,449
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,0,0,0,0
,,,,
,,,,
Y,219,219,219,219
,,,,
,,,,
,,,,
Y,79,79,,79
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,399,399,399,399
,,,,
Y,399,399,399,399
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,79/89,79/89,,79/89
,,,,
Y,129,129,,129
Y,539,539,539,539
Y,539,539,539,539
Y,639,639,639,639
Y,639,639,639,639
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Y,1119,1119,1119,1119
,,,,
Y,319,319,,319
Y,919,919,,919
Y,1019,1019,1019,1019
,,,,
,,,,
Y,349,349,349,349
Y,419,419,419,419
,,,,
,,,,
,,,,
,,,,
,,,,
Y,1179,1179,1179,1179
Y,1259,1259,1259,1259
,,,,
,,,,
Y,1119,1119,1119,1119
,,,,
,,,,
