en-US
Hamburger
Double Hamburger
Cheeseburger
Double Cheeseburger
Big Mac®
Quarter Pounder® Hamburger
Quarter Pounder® with Cheese
Small Premium Roast Coffee
Big Breakfast® with Muffin
Scrambled Eggs
Hotcakes
Hotcakes and Sausage
Sausage
English McMuffin®
Hash Browns
Egg McMuffin®
Small Unsweetened Iced Tea
6 pc. Chicken McNuggets®
20 pc. Chicken McNuggets®
Sausage Biscuit
Biscuit
Milk
Birthday Party A
Birthday Party B
Sausage McMuffin®
Extra Small Unsweetened Iced Tea
Medium Unsweetened Iced Tea
Small Decaf Coffee
Sausage McMuffin® with Egg
Bacon Egg Cheese Biscuit
Sausage Egg Cheese Biscuit
Sausage Egg Biscuit
Egg Biscuit
Deluxe Spicy McCrispy™ Large Meal
Deluxe Spicy McCrispy™ Meal
Deluxe Spicy McCrispy™
20 pc. Spicy Chicken McNuggets® & 2 Medium Fries
40 pc. Spicy Chicken McNuggets® & 2 Large Fries
Spicy Pepper Sauce
Big Breakfast®
Spicy McCrispy™ Large Meal
Spicy McCrispy™ Meal
Gallon Orange Syrup
Spicy McCrispy™
Extra Salad Dressing
American Cheese
Steak Biscuit
Steak Egg Biscuit
Egg Cheese Biscuit
Small Iced French Vanilla Latte
Medium Iced French Vanilla Latte
Large Iced French Vanilla Latte
2 Bacon Egg & Cheese Biscuit
Small Hot Tea
Large Unsweetened Iced Tea
McRib® Bun
1 Chicken McNugget®
Bacon Egg Cheese Biscuit Meal
Sausage Egg Biscuit Meal
Egg McMuffin® Meal
40 pc. Spicy Chicken McNuggets®
2 Sausage Biscuits
Medium Premium Roast Coffee
Honest Kids® Organic Apple Juice Drink
Sausage Burrito
Hot Fudge Sundae
Caramel Sundae
Small Iced Caramel Latte
Vanilla Cone
Small Cherry Berry Chiller
Deluxe McCrispy™ Large Meal
Deluxe McCrispy™ Meal
Deluxe McCrispy™
Medium Iced Caramel Latte
McCrispy™ Meal Large
McCrispy™ Meal
McCrispy™
Large Iced Caramel Latte
Small Iced Sugar Free Vanilla Latte
Medium Iced Sugar Free Vanilla Latte
Large Iced Sugar Free Vanilla Latte
Medium Decaf Coffee
Extra Small Dr Pepper®
Small Dr Pepper®
Medium Dr Pepper®
Large Dr Pepper®
20 pc. Spicy Chicken McNuggets®
4 pc. Spicy Chicken McNuggets®
6 pc. Spicy Chicken McNuggets® Large Meal
Large Premium Roast Coffee
Large Decaf Coffee
6 pc. Spicy Chicken McNuggets® Meal
Large Hot Tea
Plain Sundae
4 pc. Chicken McNuggets®
6 pc. Spicy Chicken McNuggets®
Small Minute Maid® Fruit Punch
Extra Small Coke®
Small Coke®
Medium Coke®
Large Coke®
CHIPS AHOY!® Cookie Pieces
Shamrock Mint Syrup
Medium Hot Tea
McDouble®
OREO® Shamrock McFlurry®
Extra Small Hi-C® Orange
Small Hi-C® Orange
Medium Hi-C® Orange
Large Hi-C® Orange
Big Breakfast® with Bacon & Hotcakes
Big Breakfast with Bacon & Hotcakes
Extra Small Diet Coke®
Small Diet Coke®
Medium Diet Coke®
Large Diet Coke®
Chocolate Drizzle
Apple Pie
Extra Small Sprite®
Small Sprite®
Medium Sprite®
Large Sprite®
Triple Cheeseburger
Treat Book
Auto Deduct - Happy Meal
Tangy BBQ Dipping Sauce
Sweet N Sour Dipping Sauce
Honey Packet
Hot Mustard Dipping Sauce
BBQ Sauce
Creamy Ranch Sauce
Gift Certificate $1
Gift Certificate $5
Syrup
Extra Sauce Packet
Extra Small Water
Medium Water
Large Water
10 pc. Spicy Chicken McNuggets® Large
10 pc. Spicy Chicken McNuggets® Meal
10 pc. Spicy Chicken McNuggets®
Big Breakfast® with Muffin & Hotcakes
Hotcakes & Sausage
Bacon McDouble®
Egg McMuffin
Roma Tomato - 2 Slices
6 McNuggets
20 McNuggets
Extra Small Unsweet Iced Tea
Sausage. Egg & Cheese McMuffin
Bacon. Egg & Cheese Biscuit
Sausage & Egg Biscuit
Big Breakfast
Big Breakfast with Hotcakes
Large Cherry Berry Chiller
Small Iced Caramel Coffee
Medium Iced Caramel Coffee
Large Iced Caramel Coffee
Medium Iced Coffee
Large Iced Coffee
Medium Iced French Vanilla Coffee
Large Iced French Vanilla Coffee
L Iced Crml Coffee
