en-US
Hamburger
Double Hamburger
Cheeseburger
Double Cheeseburger
Big Mac®
Quarter Pounder® Hamburger
Quarter Pounder® with Cheese
McRib®
Small Premium Roast Coffee
Big Breakfast® with Muffin
Scrambled Eggs
Hotcakes
Hotcakes and Sausage
Sausage
English McMuffin®
Hash Browns
Egg McMuffin®
Small Unsweetened Iced Tea
6 pc. Chicken McNuggets®
20 pc. Chicken McNuggets®
Sausage Biscuit
Biscuit
Milk
Sausage McMuffin®
Extra Small Unsweetened Iced Tea
Medium Unsweetened Iced Tea
Small Decaf Coffee
Sausage McMuffin® with Egg
Bacon Egg Cheese Biscuit
Sausage Egg Biscuit
Deluxe Spicy McCrispy™ Large Meal
Deluxe Spicy McCrispy™ Meal
Deluxe Spicy McCrispy™
Spicy Pepper Sauce
Big Breakfast®
Spicy McCrispy™ Large Meal
Spicy McCrispy™ Meal
Spicy McCrispy™
American Cheese
Steak Biscuit
Steak Egg Biscuit
Sausage Gravy Biscuit
Sausage Gravy
Small Iced French Vanilla Latte
Medium Iced French Vanilla Latte
Large Iced French Vanilla Latte
Small Hot Tea
Large Unsweetened Iced Tea
McRib® Bun
Bacon Egg Cheese Biscuit Meal
Sausage Egg Biscuit Meal
Egg McMuffin® Meal
Medium Premium Roast Coffee
Honest Kids® Organic Apple Juice Drink
Sausage Burrito
Hot Fudge Sundae
Caramel Sundae
Small Iced Caramel Latte
Vanilla Cone
Deluxe McCrispy™ Large Meal
Deluxe McCrispy™ Meal
Deluxe McCrispy™
Medium Iced Caramel Latte
McCrispy™ Meal Large
McCrispy™ Meal
McCrispy™
Large Iced Caramel Latte
Medium Iced Sugar Free Vanilla Latte
Large Iced Sugar Free Vanilla Latte
Medium Decaf Coffee
Extra Small Dr Pepper®
Small Dr Pepper®
Medium Dr Pepper®
Large Dr Pepper®
Large Premium Roast Coffee
Large Decaf Coffee
Large Hot Tea
4 pc. Chicken McNuggets®
Extra Small Coke®
Small Coke®
Medium Coke®
Large Coke®
CHIPS AHOY!® Cookie Pieces
Shamrock Mint Syrup
Sausage McMuffin® Meal
Medium Hot Tea
Sausage Gravy Biscuit Platter
McDouble®
OREO® Shamrock McFlurry®
Extra Small Hi-C® Orange
Small Hi-C® Orange
Medium Hi-C® Orange
Large Hi-C® Orange
Extra Small Diet Coke®
Small Diet Coke®
Medium Diet Coke®
Large Diet Coke®
Apple Pie
Extra Small Sprite®
Small Sprite®
Medium Sprite®
Large Sprite®
Triple Cheeseburger
Treat Book
Auto Deduct - Happy Meal
Slivered Onions
BBQ Sauce
Syrup
Extra Sauce Packet
Big Breakfast® with Muffin & Hotcakes
Hotcakes & Sausage
Bacon McDouble®
Roma Tomato - 2 Slices
Big Breakfast
Big Breakfast with Hotcakes
Medium Iced Caramel Coffee
Large Iced Caramel Coffee
Medium Iced Coffee
Large Iced Coffee
Medium Iced French Vanilla Coffee
Large Iced French Vanilla Coffee
2 Cookies
Senior Hot Tea
Extra Small Fanta® Orange
Small Fanta® Orange
Medium Fanta® Orange
Large Fanta® Orange
Small Americano
Medium Americano
Large Americano
Small Caramel Latte
Medium Caramel Latte
Large Caramel Latte
Small French Vanilla Latte
Medium French Vanilla Latte
40 pc. Chicken McNuggets®
Large French Vanilla Latte
Small Vanilla Cappuccino
Medium Vanilla Cappuccino
Large Vanilla Cappuccino
McDouble
Big Brkfst/w Mf HtCk
Sausage Gravy Biscuit Platter - Meal
White Cheddar Cheese
Oatmeal
Raisins & Cranberries
Diced Apples
Small Chocolate Shake
Medium Chocolate Shake
Large Chocolate Shake
Small Strawberry Shake
Medium Strawberry Shake
Small Caramel Cappuccino
Large Strawberry Shake
Medium Caramel Cappuccino
Large Caramel Cappuccino
Small Vanilla Shake
Medium Vanilla Shake
Bacon Egg Cheese Bagel
Sausage Egg Cheese Bagel
Large Vanilla Shake
Folded Egg
Medium Premium Hot Chocolate
Sausage Gravy Biscuit Meal
20 pc. Chicken McNuggets® & 2 Medium Fries
2 Strawberry and Crème Pie
"Bacon, Egg & Cheese McMuffin® Meal"
"Bacon, Egg & Cheese McMuffin®"
Steak & Egg McMuffin®
"Steak, Egg & Cheese McMuffin® Meal"
Bacon Egg Cheese Bagel Meal
