any,1723,1909,1993,2808,3454,3545,3809,4830,5157,5312,5367,6153,6863,6996,7189,7526,7638,8266,10169,10620,10944,11264,11378,11444,12334,13685,16707,20875,22665,24273,26530,32479,35292
Y,249,219,249,259,259,,200,259,259,259,,249,249,200,259,259,239,249,200,249,,259,259,249,249,249,,200,249,219,259,,
Y,299,289,299,329,329,,289,329,329,329,,299,299,279,329,329,279,319,279,299,,329,329,299,299,319,,279,299,279,329,,
Y,329,339,329,379,379,,339,379,379,379,,329,329,319,379,379,339,329,319,329,,379,379,329,329,369,,319,329,329,379,,
Y,269,249,269,259,259,219,229,259,259,259,219,269,269,269,259,259,269,269,269,269,,259,259,269,269,,,269,269,269,259,249,229
Y,339,289,339,329,329,279,289,329,329,329,279,339,339,349,329,329,349,339,349,339,,329,329,339,339,,,349,339,349,329,279,269
Y,399,379,399,389,389,319,359,389,389,389,319,399,399,419,389,389,419,399,419,399,,389,389,399,399,,,419,399,419,389,319,319
Y,269,249,269,259,259,219,229,259,259,259,219,269,269,269,259,259,269,269,269,269,,259,259,269,269,,,269,269,269,259,249,229
Y,339,289,339,329,329,279,289,329,329,329,279,339,339,349,329,329,349,339,349,339,,329,329,339,339,,,349,339,349,329,279,269
Y,1479,1749,1479,1619,1619,1599,1699,1619,1619,1619,1599,1479,1499,1849,1619,1619,1879,1479,1879,1479,,1619,1619,1479,1479,1619,,1879,1479,1879,1619,1609,1629
Y,399,379,399,389,389,319,359,389,389,389,319,399,399,419,389,389,419,399,419,399,,389,389,399,399,,,419,399,419,389,319,319
Y,219,219,219,259,259,219,219,259,259,259,219,219,219,219,259,259,219,219,219,219,,259,259,219,219,,,219,219,219,259,219,219
Y,289,289,289,329,329,259,289,329,329,329,259,289,289,349,329,329,349,289,349,289,,329,329,289,289,,,349,289,349,329,269,269
Y,339,339,339,389,389,299,339,389,389,389,299,339,339,419,389,389,419,339,419,339,,389,389,339,339,,,419,339,419,389,299,319
Y,59,99,59,79,79,,119,79,79,79,,59,59,89,79,79,89,59,89,59,,79,79,59,59,79,,89,59,89,79,99,139
Y,299,349,299,329,329,329,299,329,329,329,379,299,299,399,329,329,399,299,399,299,,329,329,299,299,329,,399,299,399,329,389,329
Y,69,30,69,,,,30,30,,,,69,69,79,30,30,79,69,79,69,,,,69,69,30,,79,69,79,30,,
Y,69,30,69,,,,30,30,,,,69,69,70,40,30,70,69,70,69,,,,69,69,30,,70,69,70,,,
Y,459,279,459,399,399,419,299,399,399,399,419,439,459,499,399,399,499,439,499,459,,399,399,459,459,399,,499,459,499,399,399,399
Y,479,399,479,469,469,449,379,469,469,469,469,459,479,579,469,469,579,479,579,479,,469,469,479,479,469,,579,479,579,469,469,469
Y,559,489,559,539,539,519,419,549,549,549,519,539,559,619,539,549,619,539,619,559,,549,549,559,539,549,,619,559,619,549,519,539
Y,459,279,459,399,399,419,299,399,399,399,419,439,459,499,399,399,499,439,499,459,,399,399,459,459,399,,499,459,499,399,399,399
Y,479,399,479,469,469,449,379,469,469,469,469,459,479,579,469,469,579,479,579,479,,469,469,479,479,469,,579,479,579,469,469,469
Y,219,219,219,259,259,219,219,259,259,259,219,219,219,219,259,259,219,219,219,219,,259,259,219,219,,,219,219,219,259,219,219
Y,559,489,559,539,539,519,419,549,549,549,519,539,559,619,539,549,619,539,619,559,,549,549,559,539,549,,619,559,619,549,519,539
Y,289,289,289,329,329,259,289,329,329,329,259,289,289,349,329,329,349,289,349,289,,329,329,289,289,,,349,289,349,329,269,269
Y,339,339,339,389,389,299,339,389,389,389,299,339,339,419,389,389,419,339,419,339,,389,389,339,339,,,419,339,419,389,299,319
Y,459,279,459,399,399,419,299,399,399,399,419,439,459,499,399,399,499,439,499,459,,399,399,459,459,399,,499,459,499,399,399,399
Y,479,399,479,469,469,449,379,469,469,469,469,459,479,579,469,469,579,479,579,479,,469,469,479,479,469,,579,479,579,469,469,469
Y,599,559,589,659,659,609,519,659,659,659,619,599,599,669,659,659,659,599,649,589,,659,659,599,599,659,,649,599,659,659,609,629
Y,599,549,589,649,649,629,499,649,649,649,599,579,589,659,649,649,659,599,639,579,,649,649,599,599,649,,649,599,649,649,609,619
Y,559,489,559,539,539,519,419,549,549,549,519,539,559,619,539,549,619,539,619,559,,549,549,559,539,549,,619,559,619,549,519,539
Y,259,150,249,219,219,219,199,219,219,219,219,249,259,229,219,219,239,249,229,249,,219,219,249,259,219,,239,249,239,219,219,219
Y,50,50,50,89,89,30,50,89,89,89,30,50,50,,89,89,,50,,50,,89,89,50,50,89,,,50,,89,30,30
Y,319,289,319,329,329,299,289,329,329,329,299,319,319,339,329,329,339,319,339,319,,329,329,319,319,329,,339,319,339,329,299,299
Y,359,259,359,319,319,329,319,359,359,359,329,359,359,300,319,359,300,359,300,359,,359,359,359,359,359,,300,359,300,359,329,319
Y,919,859,919,1029,1029,849,799,1019,1019,1019,839,919,919,899,1029,1019,899,919,899,919,,1019,1019,919,919,1019,,899,919,899,1019,869,849
Y,899,839,899,1029,1029,849,799,1019,1019,1019,829,899,899,899,1029,1019,899,899,899,899,,1019,1019,899,899,1019,,899,899,899,1019,859,859
