Y,375,380,370
Y,350,375,395
Y,1340,1295,1305
Y,70,70,80
Y,375,380,370
Y,445,435,425
Y,500,515,490
Y,950,880,960
Y,1420,1375,1385
Y,875,860,910
Y,955,940,990
Y,1045,1030,1080
Y,955,945,955
Y,1035,1025,1035
Y,1125,1115,1125
Y,1510,1465,1475
Y,1550,1470,1475
Y,1630,1550,1555
Y,1720,1640,1645
Y,1375,1350,1385
Y,1455,1430,1465
Y,1545,1520,1555
Y,1315,1240,1295
Y,1395,1320,1375
Y,1485,1410,1465
Y,1300,1250,1290
Y,1380,1330,1370
Y,1470,1420,1460
Y,375,380,370
Y,445,435,425
Y,1410,1260,1340
Y,1490,1340,1420
Y,1580,1430,1510
Y,500,515,490
Y,1550,1465,1505
Y,1630,1545,1585
Y,1720,1635,1675
Y,2105,1965,2015
Y,2185,2045,2095
Y,2275,2135,2185
