any,1157,1553,1841,1872,2557,3015,3021,3852,4363,6373,6830,8031,10092,10688,10982,11335,12233,12242,12751,14325,14670,14960,15795,17552,22198,23316,24998,26456
Y,519,499,,519,469,519,519,489,,469,499,579,519,499,519,519,519,519,499,459,519,519,489,519,479,,519,
Y,589,569,,589,519,589,589,519,,519,539,619,589,579,589,589,589,589,539,519,589,589,539,589,519,,589,
Y,339,,,339,,339,339,,,,,,339,,339,339,339,339,,,339,339,,339,,,339,
Y,579,499,519,579,519,579,579,519,,499,519,569,579,569,579,579,579,579,519,519,579,579,499,579,499,,579,
Y,579,499,519,579,519,579,579,519,,499,519,569,579,569,579,579,579,579,519,519,579,579,499,579,499,,579,
Y,199,69,69,199,49,199,199,69,,69,69,59,199,40,199,199,199,199,69,59,199,199,69,199,69,,199,
Y,49,50,50,49,49,49,49,50,,50,50,30,49,25,49,49,49,49,50,49,49,49,50,49,50,,49,
Y,259,169,169,259,149,259,259,169,,169,169,189,259,120,259,259,259,259,169,149,259,259,169,259,169,,259,
Y,50,,,50,119,50,50,,,,,139,50,139,50,50,50,50,,119,50,50,,50,,,50,
Y,629,,,629,599,629,629,,,,,699,629,719,629,629,629,629,,619,629,629,,629,,,629,
Y,689,,,689,629,689,689,,,,,849,689,779,689,689,689,689,,599,689,689,,689,,,689,
Y,249,199,199,249,179,249,249,199,,199,199,219,249,250,249,249,249,249,199,179,249,249,199,249,199,,249,
Y,389,369,369,389,359,389,389,369,,369,369,399,389,349,389,389,389,389,369,359,389,389,369,389,369,,389,
Y,119,129,129,119,159,119,119,129,,129,129,,119,119,119,119,119,119,129,169,119,119,129,119,129,,119,
Y,449,,,449,,449,449,,,,,549,449,,449,449,449,449,,,449,449,,449,,,449,
Y,120,149,149,120,99,120,120,149,,149,149,119,120,150,120,120,120,120,149,99,120,120,149,120,149,,120,
Y,819,699,699,819,699,819,819,699,,699,699,919,819,769,819,819,819,819,709,699,819,819,709,819,699,,819,
Y,1149,1049,1029,1149,1049,1149,1149,1029,,1029,1029,1289,1149,1119,1149,1149,1149,1149,1049,1049,1149,1149,1049,1149,1029,,1159,
Y,1229,1099,1079,1229,1109,1229,1229,1079,,1099,1079,1349,1229,1179,1229,1229,1229,1229,1099,1109,1229,1229,1099,1229,1079,,1229,
Y,849,769,749,849,789,849,849,799,,779,789,939,849,819,849,849,849,849,799,789,849,849,799,849,799,,879,
Y,1269,1139,1119,1269,1159,1269,1269,1129,,1129,1129,1369,1269,1219,1269,1269,1269,1269,1129,1199,1269,1269,1129,1269,1119,,1269,
Y,100,,,100,,100,100,,,,,,,,,100,,100,,,100,,,,,,,
Y,100,,,100,,100,100,,,,,,,,,100,,100,,,100,,,,,,,
Y,879,859,899,879,839,879,879,889,,889,889,1269,879,949,879,879,879,879,889,819,879,879,859,879,819,,879,
Y,1339,1269,1259,1339,1219,1339,1339,1239,,1259,1259,1649,1339,1319,1339,1339,1339,1339,1269,1189,1339,1339,1269,1339,1259,,1339,
Y,399,329,329,399,309,399,399,329,,329,329,349,399,309,399,399,399,399,329,309,399,399,299,399,329,,399,
Y,1429,1329,1309,1429,1269,1429,1429,1309,,1309,1329,1759,1429,1379,1429,1429,1429,1429,1329,1279,1429,1429,1329,1429,1319,,1429,
Y,959,919,959,959,919,959,959,939,,949,939,1289,959,989,959,959,959,959,939,879,959,959,899,959,899,,959,
Y,1369,1299,1269,1369,1239,1369,1369,1269,,1279,1289,1799,1369,1379,1369,1369,1369,1369,1299,1219,1369,1369,1279,1369,1289,,1369,
Y,1469,1349,1349,1469,1289,1469,1469,1349,,1349,1349,1859,1469,1459,1469,1469,1469,1469,1349,1299,1469,1469,1349,1469,1329,,1469,
Y,629,579,579,629,599,629,629,569,,579,579,759,629,719,629,629,629,629,579,599,629,629,579,629,579,,629,
Y,289,199,199,289,219,289,289,199,,270,199,599,289,200,289,289,289,289,199,219,289,289,199,289,199,,289,
Y,849,,,849,729,849,849,,,,,1079,849,889,849,849,849,849,,719,849,849,,849,,,849,
Y,150,150,150,150,150,150,150,150,,150,150,229,150,150,150,150,150,150,150,150,150,150,150,150,269,,150,
Y,419,349,349,419,319,419,419,369,,349,349,349,419,319,419,419,419,419,349,329,419,419,349,419,329,,419,
Y,219,,,219,,219,219,,,,,,219,229,219,219,219,219,,,219,219,,219,,,219,
Y,239,,,239,,239,239,,,,,,239,349,239,239,239,239,,,239,239,,239,,,239,
Y,869,739,759,869,799,869,869,749,,759,759,799,869,879,869,869,869,869,769,759,869,869,749,869,779,,869,
Y,539,419,419,539,379,539,539,419,,419,419,469,539,429,539,539,539,539,419,379,539,539,419,539,419,,539,
Y,399,399,429,399,389,399,399,379,,379,369,329,399,389,399,399,399,399,369,389,399,399,399,399,369,,399,
Y,30,30,30,30,30,30,30,30,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,30,
Y,629,549,549,629,559,629,629,549,,549,559,659,629,639,629,629,629,629,549,569,629,629,549,629,559,,629,
Y,219,,,219,,219,219,,,,,,219,,219,219,219,219,,,219,219,,219,,,219,
Y,199,259,259,199,259,199,199,259,,259,259,259,199,239,199,199,199,199,259,259,199,199,259,199,269,,199,
Y,219,229,229,219,189,219,219,229,,229,229,189,219,199,219,219,219,219,229,189,219,219,229,219,229,,219,
Y,199,229,229,199,229,199,199,229,,229,229,229,199,219,199,199,199,199,229,229,199,199,229,199,249,,199,
Y,199,199,199,199,199,199,199,199,,199,199,219,199,199,199,199,199,199,199,199,199,199,199,199,229,,199,
Y,249,249,259,249,239,249,249,249,,249,249,239,249,199,249,249,249,249,229,249,249,249,249,249,249,,239,
Y,300,319,299,300,279,300,300,319,,299,319,300,300,489,300,300,300,300,319,299,300,300,319,300,239,,300,
Y,179,199,199,179,169,179,179,199,,199,199,179,179,200,179,179,179,179,199,169,179,179,199,179,199,,179,
Y,79,,,79,,79,79,,,,,,79,,79,79,79,79,,,79,79,,79,,,79,
Y,729,669,689,729,629,729,729,669,,669,689,739,729,689,729,729,729,729,679,649,729,729,679,729,669,,729,
Y,1119,939,929,1119,919,1119,1119,929,,929,929,1019,1119,1089,1119,1119,1119,1119,929,929,1119,1119,929,1119,939,,1119,
Y,619,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,259,249,249,259,239,259,259,249,,249,249,259,259,269,259,259,259,259,249,249,259,259,249,259,249,,259,
Y,319,279,289,319,289,319,319,289,,259,289,279,319,299,319,319,319,319,279,289,319,319,279,319,289,,319,
Y,519,439,449,519,469,519,519,439,,439,439,539,519,469,519,519,519,519,449,489,519,519,439,519,469,,519,
Y,359,379,359,359,319,359,359,329,,359,359,339,359,349,359,359,359,359,359,319,359,359,359,359,359,,369,
Y,929,,,929,819,929,929,,,,,959,929,939,929,929,929,929,,819,929,929,,929,,,929,
Y,279,299,299,279,269,279,279,299,,299,299,269,279,279,279,279,279,279,299,269,279,279,299,279,299,,279,
Y,1119,1039,1049,1119,1039,1119,1119,1049,,1049,1049,1139,1119,1119,1119,1119,1119,1119,1049,1039,1119,1119,1049,1119,1099,,1119,
Y,1069,999,999,1069,999,1069,1069,999,,989,999,1099,1069,1049,1069,1069,1069,1069,1019,969,1069,1069,999,1069,1009,,1069,
Y,1359,1289,1289,1359,1249,1359,1359,1269,,1289,1289,1679,1359,1319,1359,1359,1359,1359,1289,1259,1359,1359,1289,1359,1289,,1359,
Y,1139,1059,1049,1139,1039,1139,1139,1049,,1049,1049,1149,1139,1119,1139,1139,1139,1139,1049,1039,1139,1139,1049,1139,1099,,1139,
Y,2129,1829,1909,2129,1819,2129,2129,1809,,1843,1829,,2129,2059,2129,2129,2129,2129,1809,1849,2129,2129,1809,2129,1519,,2129,
Y,1129,1089,1009,1129,1049,1129,1129,1069,,1069,1019,1149,1129,1169,1129,1129,1129,1129,1079,1059,1129,1129,1089,1129,1009,,1129,
Y,199,399,399,199,189,199,199,399,,399,399,249,199,249,199,199,199,199,399,189,199,199,399,199,399,,199,
Y,100,,119,100,,100,100,100,,,,,100,,100,100,100,100,119,,100,100,119,100,,,100,
Y,2989,2569,2589,2989,2529,2989,2989,2509,,2539,2509,2839,2989,2599,2989,2989,2989,2989,2549,2529,2989,2989,2489,2989,2509,,2989,
Y,579,459,469,579,479,579,579,459,,469,469,569,579,549,579,579,579,579,459,479,579,579,479,579,459,,579,
Y,629,489,489,629,519,629,629,489,,489,489,599,629,619,629,629,629,629,489,519,629,629,499,629,489,,629,
Y,639,529,529,639,499,639,639,509,,529,529,599,639,619,639,639,639,639,529,519,639,639,529,639,529,,629,
Y,219,249,269,219,249,219,219,269,,269,269,269,219,229,219,219,219,219,269,259,219,219,269,219,269,,219,
Y,339,329,329,339,319,339,339,329,,329,329,349,339,289,339,339,339,339,329,319,339,339,329,339,329,,339,
Y,389,359,359,389,359,389,389,359,,359,359,419,389,349,389,389,389,389,359,359,389,389,359,389,359,,389,
Y,219,249,279,219,259,219,219,279,,279,279,269,219,229,219,219,219,219,279,259,219,219,279,219,279,,219,
Y,299,319,319,299,319,299,299,319,,319,319,339,299,289,299,299,299,299,319,319,299,299,319,299,319,,299,
Y,389,359,359,389,359,389,389,359,,359,359,419,389,349,389,389,389,389,359,359,389,389,359,389,379,,389,
Y,719,649,649,719,559,719,719,649,,649,649,669,719,719,719,719,719,719,649,569,719,719,649,719,649,,719,
Y,199,259,259,199,259,199,199,259,,259,259,259,199,239,199,199,199,199,259,259,199,199,259,199,269,,199,
Y,199,229,229,199,229,199,199,229,,229,229,229,199,219,199,199,199,199,229,229,199,199,229,199,249,,199,
Y,199,199,199,199,199,199,199,199,,199,199,219,199,199,199,199,199,199,199,199,199,199,199,199,229,,199,
Y,199,259,259,199,259,199,199,259,,259,259,259,199,239,199,199,199,199,259,259,199,199,259,199,269,,199,
Y,199,229,229,199,219,199,199,229,,229,229,229,199,219,199,199,199,199,229,219,199,199,229,199,249,,199,
Y,199,199,199,199,199,199,199,199,,199,199,219,199,199,199,199,199,199,199,199,199,199,199,199,229,,199,
Y,100,,,100,100,100,100,,,,,100,100,100,100,100,100,100,,100,100,100,,100,,,100,
Y,300,,,300,300,300,300,,,,,300,300,300,300,300,300,300,,300,300,300,,300,,,300,
Y,1000,,,1000,,1000,1000,,,,,,1000,,1000,1000,1000,1000,,,1000,1000,,1000,,,1000,
Y,1049,879,899,1049,929,1049,1049,879,,879,879,1059,1049,879,1049,1049,1049,1049,899,919,1049,1049,899,1049,919,,1049,
Y,429,,,429,599,429,449,,,,,479,429,719,429,429,429,429,,599,429,429,,429,,,429,
Y,539,,,539,699,539,549,,,,,599,539,819,539,539,539,539,,689,539,539,,539,,,539,
Y,419,379,379,419,399,419,419,379,,379,379,469,419,389,419,419,419,419,379,399,419,419,379,419,399,,419,
Y,1029,989,979,1029,989,1029,1029,979,,979,979,1089,1029,1059,1029,1029,1029,1029,989,979,1029,1029,979,1029,999,,1029,
Y,1269,1239,1199,1269,1189,1269,1269,1199,,1199,1199,1619,1269,1249,1269,1269,1269,1269,1239,1159,1269,1269,1239,1269,1199,,1269,
Y,1039,1029,959,1039,989,1039,1039,999,,999,959,1089,1039,1089,1039,1039,1039,1039,999,989,1039,1039,1029,1039,959,,1039,
Y,1079,979,979,1079,989,1079,1079,979,,979,979,1079,1079,1059,1079,1079,1079,1079,979,979,1079,1079,979,1079,999,,1079,
Y,859,,,859,779,859,859,,,,,869,859,879,859,859,859,859,,769,859,859,,859,,,859,
Y,989,899,899,989,929,989,989,899,,899,899,1029,989,969,989,989,989,989,899,939,989,989,899,989,919,,989,
Y,979,889,889,979,899,979,979,889,,889,889,1019,979,969,979,979,979,979,889,899,979,979,929,979,959,,979,
Y,999,779,799,999,859,999,999,799,,799,799,959,999,789,999,999,999,999,799,859,999,999,799,999,799,,999,
Y,50,69,69,50,49,50,50,69,,69,69,49,50,35,50,50,50,50,69,49,50,50,69,50,69,,50,
Y,49,69,69,49,49,49,49,69,,69,69,49,49,40,49,49,49,49,69,49,49,49,69,49,69,,49,
Y,50,49,49,50,49,50,50,49,,49,49,49,50,40,50,50,50,50,49,49,50,50,49,50,49,,50,
Y,25,69,69,25,49,25,25,69,,69,69,49,25,40,25,25,25,25,69,49,25,25,69,25,69,,25,
Y,229,199,219,229,229,229,229,229,,219,219,239,229,199,229,229,229,229,199,239,229,229,199,229,219,,239,
Y,59,65,65,59,49,59,59,60,,55,60,39,59,50,59,59,59,59,65,49,59,59,65,59,65,,59,
Y,50,59,59,50,59,50,50,79,,79,79,50,50,30,50,50,50,50,59,59,50,50,59,50,59,,50,
Y,60,60,,60,60,60,60,60,,,,60,60,60,60,60,60,60,60,60,60,60,,60,,,60,
Y,170,149,149,170,100,170,170,149,,149,149,119,170,100,170,170,170,170,149,119,170,170,149,170,149,,170,
Y,1179,1089,1069,1179,1099,1179,1179,1079,,1069,1079,1309,1179,1139,1179,1179,1179,1179,1079,1099,1179,1179,1079,1179,1069,,1179,
Y,619,529,589,619,549,619,619,579,,579,569,599,619,619,619,619,619,619,589,549,619,619,589,619,569,,619,
Y,1009,789,839,1009,809,1009,1009,829,,809,809,869,1009,909,1009,1009,1009,1009,809,819,1009,1009,809,1009,849,,1009,
Y,619,599,599,619,569,619,619,589,,599,599,599,619,599,619,619,619,619,619,559,619,619,619,619,589,,619,
Y,899,829,829,899,829,899,899,829,,829,829,869,899,889,899,899,899,899,829,819,899,899,829,899,829,,899,
Y,130,149,149,130,,130,130,149,,149,149,119,130,100,130,130,130,130,149,,130,130,149,130,149,,130,
Y,350,350,350,350,350,350,350,350,,350,350,,350,350,350,350,350,350,350,350,350,350,350,350,350,,350,
Y,199,199,199,199,199,199,199,199,,199,199,,199,199,199,199,199,199,199,199,199,199,199,199,199,,199,
Y,500,500,500,500,500,500,500,500,,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,,500,
Y,25,,,25,,25,25,,,,,,25,49,25,25,25,25,,,25,25,,25,,,25,
Y,249,279,279,249,289,249,249,279,,279,279,299,249,299,249,249,249,249,279,289,249,249,279,249,279,,249,
Y,219,229,229,219,259,219,219,229,,229,229,249,219,269,219,219,219,219,229,259,219,219,229,219,229,,219,
Y,189,199,199,189,229,189,189,199,,199,199,209,189,249,189,189,189,189,199,229,189,189,199,189,199,,189,
Y,249,279,279,249,289,249,249,279,,279,279,289,249,299,249,249,249,249,279,289,249,249,279,249,259,,249,
Y,219,229,229,219,259,219,219,229,,229,229,249,219,269,219,219,219,219,229,259,219,219,229,219,229,,219,
Y,189,199,199,189,229,189,189,199,,199,199,209,189,249,189,189,189,189,199,229,189,189,199,189,199,,189,
Y,249,279,279,249,299,249,249,279,,279,279,299,249,299,249,249,249,249,279,299,249,249,279,249,279,,249,
Y,219,239,239,219,269,219,219,229,,239,239,259,219,269,219,219,219,219,239,269,219,219,229,219,229,,219,
Y,189,199,199,189,229,189,189,199,,199,199,209,189,249,189,189,189,189,199,229,189,189,199,189,199,,189,
Y,50,,,50,,50,50,,,,,,50,,50,50,50,50,,,50,50,,50,,,50,
Y,120,149,149,120,89,120,120,149,,149,149,119,120,150,120,120,120,120,149,79,120,120,149,120,99,,120,
Y,142,,,142,,142,142,,,,,142,142,142,142,142,142,142,,,142,142,,142,,,142,
Y,319,299,299,319,299,319,319,299,,299,299,299,319,319,319,319,319,319,299,299,319,319,299,319,299,,319,
Y,319,299,299,319,299,319,319,299,,299,299,299,319,319,319,319,319,319,299,299,319,319,299,319,299,,319,
Y,500,500,500,500,500,500,500,500,,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,,500,
Y,600,600,600,600,600,600,600,600,,600,600,,600,600,600,600,600,600,600,600,600,600,600,600,,,600,
Y,699,649,649,699,649,699,699,649,,649,659,719,699,699,699,699,699,699,649,649,699,699,649,699,649,,699,
Y,1099,1059,1089,1099,1089,1099,1099,1069,,1079,1079,1089,1099,1159,1099,1099,1099,1099,1059,1069,1099,1099,1059,1099,1089,,1099,
Y,1139,1139,1139,1139,1139,1139,1139,1139,,1129,1139,1169,1139,1219,1139,1139,1139,1139,1129,1139,1139,1139,1129,1139,1139,,1139,
Y,579,569,569,579,559,579,579,569,,569,569,579,579,599,579,579,579,579,569,559,579,579,569,579,579,,579,
Y,969,959,959,969,949,969,969,959,,959,959,979,969,1069,969,969,969,969,959,949,969,969,959,969,989,,969,
Y,1019,989,989,1019,989,1019,1019,989,,989,989,1019,1019,1119,1019,1019,1019,1019,989,999,1019,1019,989,1019,1039,,1019,
Y,29,39,39,29,29,29,29,39,,39,39,23,29,23,29,29,29,29,39,29,29,29,39,29,39,,29,
Y,319,319,319,319,299,319,319,319,,319,319,299,319,319,319,319,319,319,319,299,319,319,319,319,319,,319,
Y,700,700,700,700,700,700,700,700,,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,,,700,
Y,569,,,569,,569,569,,,,,,569,569,569,569,569,569,,,569,569,,569,,,569,
Y,329,,,329,,329,329,,,,,,329,319,329,329,329,329,,,329,329,,329,,,329,
Y,50,,69,50,,50,50,,,,,,50,40,50,50,50,50,,49,50,50,,50,69,,50,
Y,299,299,299,299,299,299,299,299,,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,,299,
Y,299,299,299,299,299,299,299,299,,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,,299,
Y,1079,999,999,1079,979,1079,1079,999,,999,999,1089,1079,1069,1079,1079,1079,1079,999,959,1089,1079,999,1079,1039,,1079,
Y,1159,1099,1099,1159,1089,1159,1159,1099,,1099,1099,1169,1159,1139,1159,1159,1159,1159,1099,1019,1169,1159,1099,1159,1099,,1159,
Y,1079,999,999,1079,979,1079,1079,999,,999,999,1089,1079,1069,1079,1079,1079,1079,999,959,1089,1079,999,1079,1039,,1079,
Y,1159,1099,1099,1159,1089,1159,1159,1099,,1099,1099,1169,1159,1139,1159,1159,1159,1159,1099,1019,1169,1159,1099,1159,1099,,1159,
Y,1079,999,999,1079,979,1079,1079,999,,999,999,1089,1079,1069,1079,1079,1079,1079,999,959,1089,1079,999,1079,1039,,1079,
Y,1159,1099,1099,1159,1089,1159,1159,1099,,1099,1099,1169,1159,1139,1159,1159,1159,1159,1099,1019,1169,1159,1099,1159,1099,,1159,
Y,959,949,949,959,939,959,959,949,,949,949,1169,959,949,959,959,959,,949,919,959,959,949,959,949,,959,
Y,1359,1299,1299,1359,1299,1359,1359,1299,,1299,1299,1299,1359,1299,1359,1359,1359,,1299,1289,1359,1359,1299,1359,1299,,1359,
Y,1419,1379,1379,1419,1379,1419,1419,1379,,1379,1379,1379,1419,1379,1419,1419,1419,,1379,1359,1419,1419,1379,1419,1379,,1419,
Y,59,65,65,59,49,59,59,65,,65,65,59,59,50,59,59,59,,65,49,59,59,65,59,65,,59,
Y,25,,,25,25,25,25,,,,,,25,,25,25,25,25,,,25,25,,25,,,25,
Y,59,39,,59,49,59,59,39,,,,59,59,59,59,59,59,59,39,49,59,59,,59,,,59,
Y,29,69,69,29,29,29,29,69,,69,,29,29,29,29,29,29,29,69,29,29,29,69,29,69,,29,
Y,729,629,,729,649,729,729,629,,,,879,729,679,729,729,729,729,629,629,729,729,,729,,,729,
Y,1069,969,,1069,999,1069,1069,969,,,,1259,1069,1029,1069,1069,1069,1069,969,989,1069,1069,,1069,,,1069,
Y,1159,1019,,1159,1059,1159,1159,1019,,,,1319,1159,1099,1159,1159,1159,1159,1019,1049,1159,1159,,1159,,,1159,
Y,879,749,,879,789,879,879,759,,,,1129,879,839,879,879,879,879,829,769,879,879,,879,,,849,
Y,1219,1089,,1219,1139,1219,1219,1099,,,,1519,1219,1189,1219,1219,1219,1219,1169,1129,1219,1219,,1219,,,1189,
Y,1319,1139,,1319,1199,1319,1319,1149,,,,1569,1319,1249,1319,1319,1319,1319,1219,1189,1319,1319,,1319,,,1279,
Y,299,299,,299,299,299,299,299,,,,299,299,299,299,299,299,299,299,299,299,299,,299,,,299,
Y,1079,999,,1079,979,1079,1079,999,,,,1089,1079,1069,1079,1079,1079,1079,999,959,1079,1079,,1079,,,1079,
Y,1159,1099,,1159,1089,1159,1159,1099,,,,1169,1159,1139,1159,1159,1159,1159,1099,1019,1159,1159,,1159,,,1159,
Y,1079,999,,1079,979,1079,1079,999,,,,1089,1079,1069,1079,1079,1079,1079,999,959,1079,1079,,1079,,,1079,
Y,1159,1099,,1159,1089,1159,1159,1099,,,,1169,1159,1139,1159,1159,1159,1159,1099,1019,1159,1159,,1159,,,1159,
Y,1079,999,,1079,979,1079,1079,999,,,,1089,1079,1069,1079,1079,1079,1079,999,959,1079,1079,,1079,,,1079,
Y,1159,1099,,1159,1089,1159,1159,1099,,,,1169,1159,1139,1159,1159,1159,1159,1099,1019,1159,1159,,1159,,,1159,
Y,619,589,,619,479,619,619,559,,,,579,619,569,619,619,619,619,589,479,619,619,,619,,,619,
Y,959,799,,959,739,959,959,769,,,,919,959,939,959,959,959,959,789,749,959,959,,959,,,959,
Y,,700,700,,,,,,,,,,,,,,,,,,,,,,601,,,
Y,,799,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,,549,519,,519,,,519,,529,529,689,,679,,,,,529,529,,,529,,629,,,
Y,,30,30,,,,,25,,25,25,49,,30,,,,,30,,,,30,,30,,,
Y,,30,30,,,,,25,,25,25,49,,30,,,,,30,,,,30,,30,,,
Y,,45,45,,29,,,45,,45,45,23,,,,,,,45,29,,,45,,45,,,
Y,,45,45,,29,,,45,,45,45,23,,25,,,,,45,29,,,45,,45,,,
Y,,50,50,,49,,,45,,50,45,23,,50,,,,,50,49,,,50,,50,,,
Y,,90,90,,,49,,90,,90,90,49,,30,,,49,,90,,,49,90,,90,,49,
Y,,729,729,,659,,,699,,729,689,799,,759,,,,,699,659,,,689,,689,,,
Y,,1000,1000,,1029,,,1000,,1000,1000,,,,,,,,1000,1029,,,,,1000,,,
Y,,589,569,,,,,569,,599,539,559,,999,,,,,579,,,,549,,579,,,
Y,,479,479,,,,,479,,479,479,,,499,,,,,479,,,,479,,479,,,
Y,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,,799,799,,839,,,779,,799,799,1029,,1089,,,,,849,849,,,799,,799,,,
Y,,700,,,,,,,,,,,,,,,,,,,,,,,601,,,
Y,,629,659,619,569,619,619,599,,629,629,689,619,659,619,619,619,619,599,569,619,619,599,619,599,,619,
Y,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,,1159,1139,,1129,,,,,,,1298,,1229,,,,,1159,1129,,,1159,,1189,,,
Y,,179,179,,,,,179,,179,179,299,,,,,,,179,,,,179,,179,,,
Y,,99,100,,,,,,,,,,,,,,,,,,,,,,,,,
Y,,1099,1099,,1079,,,,,,,1229,,1159,,,,,1099,1069,,,1099,,1099,,,
Y,,60,60,,49,,,60,,60,60,23,,,,,,,60,49,,,60,,60,,,
Y,,49,49,,29,,,49,,49,49,59,,49,,,,,49,29,,,49,,59,,,
Y,,600,590,,610,,,590,,620,590,,,,,,,,600,610,,,600,,710,,,
Y,,660,650,,680,,,650,,680,650,,,,,,,,670,680,,,660,,670,,,
Y,,600,590,,610,,,590,,620,590,,,,,,,,600,610,,,600,,710,,,
Y,,660,650,,680,,,650,,680,650,,,,,,,,670,680,,,660,,670,,,
Y,,700,690,,710,,,690,,720,690,,,,,,,,700,710,,,700,,660,,,
Y,,760,750,,780,,,750,,780,750,,,,,,,,770,780,,,760,,720,,,
Y,,800,790,,810,,,790,,820,790,,,,,,,,800,810,,,800,,710,,,
Y,,860,850,,880,,,850,,880,850,,,,,,,,870,880,,,860,,770,,,
Y,,,819,,1029,,,819,,,819,,,,,,,,,1029,,,,,,,,
Y,,,99,,,100,100,,,,,,,119,,,,,99,,,,99,100,99,,,
Y,,,99,,,100,100,,,,,,,119,,,,,99,,100,,99,100,99,,,
Y,,,,50,,50,50,,,,,,50,30,50,50,50,50,,,50,50,,50,,,50,
Y,,,,,319,,,,,,,329,,299,,,,,,319,,,,,,,,
Y,,,,,559,,,,,,,649,,689,,,,,,549,,,,,,,,
Y,,,,,529,,,,,,,599,,599,,,,,,539,,,,,,,,
Y,,,,,539,,,,,,,729,,689,,,,,,519,,,,,,,,
Y,,,,,319,,,,,,,429,,399,,,,,,359,,,,,,,,
Y,,,,,669,,,,,,,879,,,,,,,,659,,,,,,,,
Y,,,,,529,,,,,,,559,,,,,,,,509,,,,,,,,
Y,,,,,29,,,,,,,23,,23,,,,,,29,,,,,,,,
Y,,,,,29,,,,,,,23,,23,,,,,,29,,,,,,,,
Y,,,,,29,,,,,,,23,,23,,,,,,29,,,,,,,,
Y,,,,,29,,,,,,,23,,23,,,,,,29,,,,,,,,
Y,,,,,49,,,,,,,,,,,,,,,49,,,,,,,,
Y,,,,,29,,,,,,,23,,23,,,,,,29,,,,,,,,
Y,,,,,29,,,,,,,30,,20,,,,,,29,,,,,,,,
Y,,,,,19,,,,,,,25,,,,,,,,19,,,,,,,,
Y,,,,,19,,,,,,,45,,,,,,,,19,,,,,,,,
Y,,,,,19,,,,,,,,,,,,,,,19,,,,,,,,
Y,,,,,200,,,,,,,,,,,,,,,200,,,,,,,,
Y,,,,,509,,,,,,,,,,,,,,,509,,,,,,,,
Y,,,,,589,,,,,,,729,,,,,,,,549,,,,,,,,
Y,,,,,409,,,,,,,459,,,,,,,,409,,,,,,,,
Y,,,,,809,,,,,,,1019,,1079,,,,,,819,,,,,,,,
Y,,,,,739,,,,,,,899,,929,,,,,,749,,,,,,,,
Y,,,,,939,,,,,,,1109,,1159,,,,,,919,,,,,,,,
Y,,,,,59,,,,,,,50,,50,,,,,,59,,,,,,,,
Y,,,,,839,,,,,,,999,,1089,,,,,,889,,,,,,,,
Y,,,,,500,,,,,,,500,,500,,,,,,500,,,,,,,,
Y,,,,,29,,,,,,,23,,23,,,,,,29,,,,,,,,
Y,,,,,29,,,,,,,23,,23,,,,,,29,,,,,,,,
Y,,,,,35,,,,,,,,,40,,,,,,,,,,,,,,
Y,,,,,,159,,,,,,,,,,,,,,,,,,,,,,
Y,,,,,,169,,,,,,,,,,,,,,,,,,,,,,
Y,,,,,,179,,,,,,,,,,,,,,,,,,,,,,
Y,,,,,,200,,,,,,319,,,,,,,,,,,,,329,,,
Y,,,,,,,,40,,,,,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,40,,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,25,,30,,,,,,,,,,,,,,
Y,,,,,,,,,,,,25,,30,,,,,,,,,,,,,,
Y,,,,,,,,,,,,25,,30,,,,,,,,,,,,,,
Y,,,,,,,,,,,,25,,30,,,,,,,,,,,,,,
Y,,,,,,,,,,,,379,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,25,,30,,,,,,,,,,,,,,
Y,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,199,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,349,,,,,,,,,,,,,349,,,
Y,,,,,,,,,,,,120,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,799,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,869,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,819,,839,,,,,,,,,,,,,,
Y,,,,,,,,,,,,779,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,779,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,779,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,579,,,,,,,,,,,,,609,,,
Y,,,,,,,,,,,,779,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,729,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,200,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,300,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,739,,779,,,,,,,,,,,,,,
Y,,,,,,,,,,,,619,,,,,,,,,,,,,659,,,
